timestamp,alpha,beta,theta,gamma,delta
2026-02-04T17:04:17.048154,0.1731,0.151,-0.1728,0.0316,-0.0662
2026-02-04T17:04:18.050356,0.2016,0.0907,-0.1594,-0.0364,-0.0522
2026-02-04T17:04:19.051330,0.2027,0.1123,-0.2973,-0.0654,-0.1243
2026-02-04T17:04:20.052361,0.2246,0.0839,-0.043,-0.0676,-0.1979
2026-02-04T17:04:21.053527,0.1876,0.0407,-0.0358,-0.1743,-0.0911
2026-02-04T17:04:22.054493,0.21,0.1049,-0.147,-0.0218,0.0074
2026-02-04T17:04:23.055715,0.2969,0.1425,-0.1194,0.071,0.0333
2026-02-04T17:04:24.057211,0.2866,0.1122,-0.172,0.0205,0.0166
2026-02-04T17:04:25.058314,0.1732,0.0979,-0.2289,-0.0091,-0.0268
2026-02-04T17:04:26.059402,0.1785,0.1163,-0.1203,-0.1051,-0.0091
2026-02-04T17:04:27.060332,0.2359,0.0702,-0.1537,-0.0757,-0.1119
2026-02-04T17:04:28.061216,0.2656,0.0108,-0.1894,-0.0522,-0.0857
2026-02-04T17:04:29.062127,0.214,0.0561,-0.311,-0.0144,-0.1555
2026-02-04T17:04:30.062639,0.1899,0.1084,-0.3298,0.0331,-0.0194
2026-02-04T17:04:31.063554,0.1888,0.1357,-0.1725,0.0362,0.0573
2026-02-04T17:04:32.065102,0.1796,0.0961,-0.1596,0.0228,-0.0819
2026-02-04T17:04:33.065769,0.2515,0.0858,-0.1506,0.0148,-0.1509
2026-02-04T17:04:34.066644,0.1656,0.0473,-0.2435,-0.0861,-0.1252
2026-02-04T17:04:35.067520,0.093,0.0184,-0.2188,-0.1144,-0.0994
2026-02-04T17:04:36.068215,0.0972,0.0714,-0.1653,-0.0512,-0.0285
2026-02-04T17:04:37.069248,0.067,0.1191,-0.2708,-0.0144,-0.0198
2026-02-04T17:04:38.070956,0.0375,0.0646,-0.2343,-0.0105,-0.1621
2026-02-04T17:04:39.071865,0.1112,0.0705,-0.109,-0.0078,-0.0776
2026-02-04T17:04:40.074422,0.1635,0.0723,-0.0501,-0.0725,-0.0878
2026-02-04T17:04:41.076312,0.1572,0.0922,-0.0432,-0.0426,-0.0773
2026-02-04T17:04:42.077251,0.2012,0.0743,-0.0065,-0.0013,0.0913
2026-02-04T17:04:43.078415,0.2427,0.1158,-0.0742,-0.0455,0.0081
2026-02-04T17:04:44.080837,0.1399,0.1194,-0.1112,-0.0834,-0.0799
2026-02-04T17:04:45.082629,0.1435,0.1063,0.0025,-0.1042,-0.0507
2026-02-04T17:04:46.094879,0.13,0.0798,-0.1959,-0.1472,-0.1595
2026-02-04T17:04:47.099537,0.2111,0.0703,-0.1418,-0.0131,-0.197
2026-02-04T17:04:48.102617,0.1835,0.0512,-0.0581,-0.0552,-0.2171
2026-02-04T17:04:49.104307,0.2165,-0.0061,-0.1487,-0.1453,-0.1492
2026-02-04T17:04:50.106471,0.1923,0.0179,-0.1984,-0.1267,-0.1388
2026-02-04T17:04:51.107767,0.123,0.0858,-0.1788,-0.0835,-0.0837
2026-02-04T17:04:52.108950,0.0058,0.0742,-0.2399,-0.053,-0.063
2026-02-04T17:04:53.109798,0.0914,0.1047,-0.2368,-0.022,-0.0141
2026-02-04T17:04:54.110907,0.1341,0.0675,-0.1139,-0.0531,0.1554
2026-02-04T17:04:55.112271,0.168,0.1316,-0.1171,-0.0151,0.1206
2026-02-04T17:04:56.113108,0.1868,0.1578,-0.0075,0.1552,0.0424
2026-02-04T17:04:57.114424,0.2694,0.157,0.0199,0.0462,0.1083
2026-02-04T17:04:58.115221,0.1848,0.1207,-0.0877,-0.0078,0.0536
2026-02-04T17:04:59.116705,0.2543,0.0603,-0.1712,-0.0104,-0.0361
2026-02-04T17:05:00.117953,0.2635,0.0654,-0.2754,-0.0784,-0.1809
2026-02-04T17:05:01.118880,0.2215,0.085,-0.2549,-0.0534,-0.1667
2026-02-04T17:05:02.120687,0.2183,0.1618,-0.1149,0.0837,0.0639
2026-02-04T17:05:03.122766,0.2443,0.1026,-0.1577,0.0842,-0.0316
2026-02-04T17:05:04.123970,0.2842,0.1284,-0.0054,0.0227,-0.0805
2026-02-04T17:05:05.125456,0.2726,0.1227,-0.1004,-0.0304,-0.1263
2026-02-04T17:05:06.126663,0.1719,0.1596,-0.2475,0.0041,-0.1859
2026-02-04T17:05:07.127679,0.1582,0.1175,-0.2003,0.031,-0.1837
2026-02-04T17:05:08.128392,0.2011,0.1005,-0.1143,-0.0813,-0.0841
2026-02-04T17:05:09.129106,0.2054,0.0571,-0.1617,-0.0965,-0.1533
2026-02-04T17:05:10.130154,0.2181,0.0263,-0.1155,0.0074,-0.2146
2026-02-04T17:05:11.131329,0.2331,0.0974,-0.1817,-0.0633,-0.1307
2026-02-04T17:05:12.133368,0.1989,0.1018,-0.1817,-0.0722,-0.1764
2026-02-04T17:05:13.135193,0.2152,0.1499,-0.0588,0.1133,-0.1601
2026-02-04T17:05:14.136176,0.1565,0.1064,-0.1013,0.003,0.0182
2026-02-04T17:05:15.137695,0.1669,0.1339,-0.1141,-0.1087,-0.0408
2026-02-04T17:05:16.138986,0.2286,0.1523,-0.1592,-0.0751,-0.1197
2026-02-04T17:05:17.139666,0.3696,0.128,-0.072,-0.046,-0.1312
2026-02-04T17:05:18.141377,0.368,0.1027,-0.0612,-0.0796,-0.1289
2026-02-04T17:05:19.142793,0.4506,0.1016,0.0602,-0.0637,-0.1039
2026-02-04T17:05:20.144621,0.4218,0.0718,0.0012,0.0659,-0.0391
2026-02-04T17:05:21.145975,0.1685,0.1262,-0.0729,0.0492,0.1135
2026-02-04T17:05:22.146861,0.133,0.0728,-0.1115,-0.1057,0.1256
2026-02-04T17:05:23.148000,0.1773,0.0533,-0.1302,-0.0905,0.0742
2026-02-04T17:05:24.148790,0.184,0.1277,-0.1476,-0.0267,0.0193
2026-02-04T17:05:25.149576,0.1813,0.1472,-0.1516,0.0247,-0.051
2026-02-04T17:05:26.150580,0.2316,0.0965,-0.1401,-0.0493,-0.0258
2026-02-04T17:05:27.152664,0.2299,0.0708,-0.1224,-0.0508,0.0416
2026-02-04T17:05:28.153781,0.335,0.1782,0.0237,-0.0107,0.1631
2026-02-04T17:05:29.154815,0.4695,0.1914,-0.0076,0.0969,0.0854
2026-02-04T17:05:30.156023,0.4633,0.0976,0.0309,0.0231,0.0755
2026-02-04T17:05:31.156729,0.4236,0.0759,0.1483,-0.056,0.2009
2026-02-04T17:05:32.157669,0.2347,-0.0147,-0.0158,-0.1131,0.2283
2026-02-04T17:05:33.159411,0.164,0.0906,-0.0449,-0.0938,-0.0139
2026-02-04T17:05:34.160153,0.0569,0.1403,-0.1976,-0.0915,-0.0622
2026-02-04T17:05:35.161086,0.3059,0.145,0.0063,-0.1422,0.1269
2026-02-04T17:07:04.752036,0.3156,0.1208,0.0558,-0.0632,0.1343
2026-02-04T17:07:05.825226,0.162,0.1208,0.0558,-0.0632,0.1343
2026-02-04T17:07:07.080023,0.149,0.1028,0.0558,-0.0632,-0.0778
2026-02-04T17:07:08.201168,0.149,0.1028,-0.0912,-0.0458,-0.0778
2026-02-04T17:07:09.217479,0.149,0.1028,-0.0912,-0.0458,-0.0778
2026-02-04T17:07:10.249913,0.2678,0.2262,-0.1134,0.0329,-0.0002
2026-02-04T17:07:11.318306,0.1229,0.0712,0.0826,-0.0119,0.1803
2026-02-04T17:07:12.319101,0.0837,0.0786,-0.0112,-0.0462,-0.143
2026-02-04T17:07:13.320089,0.1857,0.1252,-0.0416,0.3083,-0.2696
2026-02-04T17:07:14.320581,0.1917,0.2079,-0.0706,0.321,-0.3446
2026-02-04T17:07:15.321478,0.1413,0.2329,-0.075,0.3164,-0.2142
2026-02-04T17:07:16.322544,0.282,0.3519,0.0007,0.3458,0.0293
2026-02-04T17:07:17.323497,0.3752,0.3588,0.0716,0.401,0.0209
2026-02-04T17:07:18.324558,0.3104,0.293,-0.075,0.3404,-0.0995
2026-02-04T17:07:19.325572,0.2758,0.344,-0.1026,0.3797,-0.2129
2026-02-04T17:07:20.327959,0.2637,0.2298,-0.0439,0.0121,-0.1115
2026-02-04T17:07:21.331837,0.2295,0.1136,-0.004,0.0178,0.045
2026-02-04T17:07:22.332871,0.3368,0.1811,-0.0003,-0.1124,0.1517
2026-02-04T17:07:23.333404,0.326,0.1594,0.0459,-0.0483,0.097
2026-02-04T17:07:24.335496,0.3163,0.081,0.0099,-0.0705,0.0625
2026-02-04T17:07:25.336249,0.3335,0.1499,-0.1147,-0.034,0.1013
2026-02-04T17:07:26.337019,0.2017,0.1365,-0.1341,0.0131,0.0211
2026-02-04T17:07:27.337541,0.2428,0.0742,0.0119,-0.0227,0.0483
2026-02-04T17:07:28.338513,0.2122,0.104,0.0881,-0.0552,0.126
2026-02-04T17:07:29.339414,0.204,0.1116,-0.0171,-0.0838,0.0976
2026-02-04T17:07:30.340653,0.1893,0.0871,-0.0413,-0.1373,-0.0422
2026-02-04T17:07:31.341203,0.1747,0.0659,-0.035,-0.0712,-0.0491
2026-02-04T17:07:32.342112,0.1688,0.1205,-0.0988,-0.0209,-0.0527
2026-02-04T17:07:33.343544,0.1208,0.1067,-0.1324,-0.0647,-0.0946
2026-02-04T17:07:34.344515,0.2274,0.076,-0.1627,-0.0813,-0.0395
2026-02-04T17:07:35.345646,0.1792,0.0616,-0.1565,-0.0866,-0.016
2026-02-04T17:07:36.347875,0.2991,0.0833,-0.1695,-0.1173,0.0229
2026-02-04T17:07:37.348931,0.3105,0.1692,-0.0479,-0.0889,0.1158
2026-02-04T17:07:38.349798,0.2084,0.1846,-0.2184,-0.0554,0.0124
2026-02-04T17:07:39.350593,0.1059,0.1431,-0.2528,-0.0493,-0.1352
2026-02-04T17:07:40.351456,0.0587,0.111,-0.1766,-0.0865,0.0035
2026-02-04T17:07:41.354006,0.1766,0.0805,-0.2217,-0.0932,0.1193
2026-02-04T17:07:42.354641,0.2465,0.0932,-0.1571,-0.0458,0.071
2026-02-04T17:07:43.356343,0.2454,0.0374,-0.1264,0.0233,-0.0023
2026-02-04T17:07:44.356909,0.1735,0.1419,0.1126,0.0503,0.0443
2026-02-04T17:07:45.358873,0.077,0.1626,0.0633,-0.0083,0.0592
2026-02-04T17:07:46.359999,0.147,0.0656,0.0454,-0.1284,-0.0658
2026-02-04T17:07:47.361552,0.1776,0.078,-0.0194,-0.0912,0.1083
2026-02-04T17:07:48.362851,0.325,0.2236,-0.0037,0.1661,0.1873
2026-02-04T17:07:49.364341,0.3118,0.2401,-0.066,0.1424,0.1733
2026-02-04T17:07:50.365414,0.1911,0.0791,0.0025,-0.032,0.062
2026-02-04T17:07:51.366692,0.2909,0.0944,0.0881,-0.0227,0.1517
2026-02-04T17:07:52.367627,0.3077,0.1343,0.1199,-0.1001,0.2356
2026-02-04T17:07:53.369876,0.2131,0.0864,-0.0253,-0.1597,0.0327
2026-02-04T17:07:54.370505,0.3782,0.1297,0.0244,-0.1394,0.0148
2026-02-04T17:07:55.371707,0.3345,0.1437,0.054,-0.0995,0.1398
2026-02-04T17:07:56.373425,0.2731,0.0899,0.0314,-0.0718,0.0466
2026-02-04T17:07:57.375045,0.3649,0.1047,0.08,-0.0257,0.2445
2026-02-04T17:07:58.376078,0.2359,0.114,0.1147,-0.1194,0.1428
2026-02-04T17:07:59.376898,0.27,0.1201,0.0668,-0.0235,0.2122
2026-02-04T17:08:00.377994,0.332,0.0884,0.0016,-0.0244,0.2027
2026-02-04T17:08:01.379156,0.2809,0.0689,-0.0788,-0.1055,0.0619
2026-02-04T17:08:02.381136,0.3549,0.0738,-0.0527,-0.0712,0.0512
2026-02-04T17:08:03.383562,0.2428,0.0953,-0.0165,-0.084,0.0179
2026-02-04T17:08:04.384717,0.2029,0.0725,-0.044,-0.1736,0.0161
2026-02-04T17:08:05.385410,0.4469,0.1311,0.1055,-0.1923,0.0597
2026-02-04T17:08:06.386161,0.3987,0.1638,0.2294,-0.1203,0.2055
2026-02-04T17:08:07.387780,0.1288,0.0356,0.027,-0.1352,-0.0343
2026-02-04T17:08:08.389599,0.2124,0.0283,-0.0202,-0.1628,-0.1572
2026-02-04T17:08:09.390155,0.1873,0.0386,-0.0226,-0.1441,-0.1861
2026-02-04T17:08:10.390689,0.0513,0.046,-0.1648,-0.1496,-0.0155
2026-02-04T17:08:11.392536,0.0966,-0.0262,-0.0556,-0.2035,0.118
2026-02-04T17:08:12.393911,0.1076,-0.0098,-0.0348,-0.1499,0.0494
2026-02-04T17:08:13.394661,0.1816,0.0535,-0.1102,-0.1556,-0.1226
2026-02-04T17:08:14.396231,0.2077,0.0618,-0.0894,-0.1507,0.011
2026-02-04T17:08:15.397928,0.2554,0.0861,-0.0783,-0.1409,0.0963
2026-02-04T17:08:16.399510,0.1327,0.0379,-0.0606,-0.1514,-0.0478
2026-02-04T17:08:17.401035,0.153,0.0024,0.0327,-0.2129,-0.0909
2026-02-04T17:08:18.401777,0.258,-0.0598,0.0352,-0.1444,0.0451
2026-02-04T17:08:19.402902,0.2152,0.1068,-0.0444,0.061,0.1471
2026-02-04T17:08:20.403604,-0.0034,0.146,-0.0485,0.0657,0.188
2026-02-04T17:08:21.404387,0.0811,0.1053,0.0549,0.0628,0.2698
2026-02-04T17:08:22.405546,0.1758,0.1127,0.0015,0.024,0.1
2026-02-04T17:08:23.406903,0.2072,0.0568,0.0169,-0.0238,0.2606
2026-02-04T17:08:24.408452,0.1003,-0.0018,0.1152,-0.0721,0.3361
2026-02-04T17:08:25.410468,0.0788,0.1351,-0.2939,-0.0904,0.1191
2026-02-04T17:08:26.410950,0.1789,0.1062,-0.2093,-0.0969,0.059
2026-02-04T17:08:27.412276,0.2152,0.1341,-0.1695,-0.0913,-0.0973
2026-02-04T17:08:28.413609,0.213,0.1076,-0.0027,-0.0553,0.0399
2026-02-04T17:08:29.415297,0.234,0.0662,-0.0252,-0.0882,0.0441
2026-02-04T17:08:30.416836,0.3657,0.0328,-0.0053,-0.1273,0.0422
2026-02-04T17:08:31.417587,0.4861,0.1761,0.1594,-0.0614,0.1211
2026-02-04T17:08:32.418540,0.3134,0.1584,-0.0198,-0.085,0.1806
2026-02-04T17:08:33.420969,0.1708,0.0837,-0.0224,-0.063,0.1495
2026-02-04T17:08:34.421759,0.1618,0.1207,0.0942,-0.0218,0.2397
2026-02-04T17:08:35.423293,0.3088,0.1675,0.0762,0.0176,0.1633
2026-02-04T17:08:36.424869,0.4189,0.1596,0.0707,-0.0301,0.0878
2026-02-04T17:08:37.426152,0.3182,0.1017,0.0364,-0.1127,0.018
2026-02-04T17:08:38.427393,0.2389,0.0767,-0.0546,-0.1068,0.0816
2026-02-04T17:08:39.428517,0.1927,0.0096,-0.0184,-0.0195,0.0917
2026-02-04T17:08:40.429396,0.2173,0.0952,-0.1766,-0.0082,-0.0194
2026-02-04T17:08:41.430861,0.2219,0.1079,-0.1233,-0.0552,-0.05
2026-02-04T17:08:42.432070,0.1394,0.0341,-0.1363,-0.0513,-0.0021
2026-02-04T17:08:43.433049,0.1269,0.0022,-0.0435,-0.0151,0.0142
2026-02-04T17:08:44.435044,0.1697,0.0427,-0.0678,0.0149,0.0996
2026-02-04T17:08:45.436093,0.1682,0.0561,-0.0786,-0.0568,0.0254
2026-02-04T17:08:46.436953,0.0427,0.0953,-0.1169,-0.1403,0.1873
2026-02-04T17:08:47.438419,0.1102,0.0862,-0.0944,-0.1286,0.2801
2026-02-04T17:08:48.439135,0.3719,0.1479,0.0178,-0.0239,0.295
2026-02-04T17:08:49.441607,0.3196,0.0835,0.0055,-0.065,0.2092
2026-02-04T17:08:50.443332,0.2315,0.151,-0.0203,-0.0921,0.1976
2026-02-04T17:08:51.443845,0.2985,0.096,0.0811,-0.0839,0.0886
2026-02-04T17:08:52.445322,0.2845,0.0191,0.0097,-0.1289,-0.0113
2026-02-04T17:08:53.446133,0.2388,0.0701,0.0465,-0.0796,0.0335
2026-02-04T17:08:54.447020,0.1759,0.055,-0.0309,-0.0313,-0.012
2026-02-04T17:08:55.447851,0.1598,0.0556,-0.1151,-0.0895,0.064
2026-02-04T17:08:56.448511,0.2732,0.0668,-0.0481,-0.152,0.1556
2026-02-04T17:08:57.450781,0.3293,0.0736,0.021,-0.0811,0.1826
2026-02-04T17:08:58.451332,0.3557,0.0888,-0.084,-0.0854,0.0848
2026-02-04T17:08:59.452423,0.3619,0.0729,0.0314,-0.1436,0.1009
2026-02-04T17:09:00.453408,0.277,0.1228,0.0096,-0.1397,0.041
2026-02-04T17:09:01.454160,0.2942,0.052,-0.0294,-0.1503,0.1009
2026-02-04T17:09:02.454814,0.3131,0.0799,-0.0595,-0.1362,0.1096
2026-02-04T17:09:03.457774,0.302,0.1026,-0.153,-0.1155,-0.0411
2026-02-04T17:09:04.459210,0.2033,0.0597,-0.036,-0.1208,-0.0805
2026-02-04T17:09:05.460234,0.0309,-0.0118,-0.0264,-0.0925,-0.0855
2026-02-04T17:09:06.461122,0.029,0.0069,-0.0511,-0.1512,0.0513
2026-02-04T17:09:07.462491,0.0443,0.0564,-0.0082,-0.135,0.0119
2026-02-04T17:09:08.464294,0.0448,0.0654,-0.0886,-0.0884,-0.1137
2026-02-04T17:09:09.466602,0.075,0.0145,-0.0269,-0.0761,-0.078
2026-02-04T17:09:10.467620,0.0109,-0.0518,-0.0438,-0.1191,-0.184
2026-02-04T17:09:11.469396,-0.0174,-0.0537,-0.0827,-0.1735,-0.2391
2026-02-04T17:09:12.477225,0.0046,-0.0866,-0.0991,-0.1907,-0.1794
2026-02-04T17:09:13.477830,0.0069,-0.0398,-0.1232,-0.1525,-0.1281
